a good deal,ఎక్కువ,http://www.shabdkosh.com/te/browse
a great deal,ఎక్కువ,http://www.shabdkosh.com/te/browse
a lot,చాల,http://www.shabdkosh.com/te/browse
ab initio,మొదటిలో,http://www.shabdkosh.com/te/browse
aback,వెనక,http://www.shabdkosh.com/te/browse
abacus,పూసల చట్రము,http://www.shabdkosh.com/te/browse
abaft,వెనక,http://www.shabdkosh.com/te/browse
abalienation,పరాధీనము,http://www.shabdkosh.com/te/browse
abandon,మానుకొనుట,http://www.shabdkosh.com/te/browse
abandoned,త్యజించబడ్డ,http://www.shabdkosh.com/te/browse
abandonment,పరిత్యాగము,http://www.shabdkosh.com/te/browse
abase,అణుచుట,http://www.shabdkosh.com/te/browse
abased,అణిగిన,http://www.shabdkosh.com/te/browse
abasement,అవమానము,http://www.shabdkosh.com/te/browse
abashed,భంగపడ్డ,http://www.shabdkosh.com/te/browse
abate,తక్కువచేసుట,http://www.shabdkosh.com/te/browse
abated,తగ్గిన,http://www.shabdkosh.com/te/browse
abatement,తక్కువచేయడము,http://www.shabdkosh.com/te/browse
abba,అబ్బా,http://www.shabdkosh.com/te/browse
abbacy,మఠాధిపత్యము,http://www.shabdkosh.com/te/browse
abbot,గురువు,http://www.shabdkosh.com/te/browse
abbreviate,అనగా,http://www.shabdkosh.com/te/browse
abbreviated,వెలగపూడి,http://www.shabdkosh.com/te/browse
abbreviation,సంగ్రహము,http://www.shabdkosh.com/te/browse
abdicate,వర్జించుట,http://www.shabdkosh.com/te/browse
abdication,త్యజించడము,http://www.shabdkosh.com/te/browse
abdomen,క్రీకడుపు,http://www.shabdkosh.com/te/browse
abduction,తీసుకొనిపోవడము,http://www.shabdkosh.com/te/browse
Abelmoschus esculentus,బెండకాయ,http://www.shabdkosh.com/te/browse
abeyance,అనామత్తు,http://www.shabdkosh.com/te/browse
abeyant,విరామం,http://www.shabdkosh.com/te/browse
abhor,అసహ్యపడుట,http://www.shabdkosh.com/te/browse
abhorrence,అసహ్యము,http://www.shabdkosh.com/te/browse
abhorrent,చీదరగావుండే,http://www.shabdkosh.com/te/browse
abide,ఉండుట,http://www.shabdkosh.com/te/browse
abiding,నిలకడ,http://www.shabdkosh.com/te/browse
abigail,ఆడపాప,http://www.shabdkosh.com/te/browse
ability,పరాక్రమము,http://www.shabdkosh.com/te/browse
abject,అతిరిక్తుడు,http://www.shabdkosh.com/te/browse
abjectly,అతితుచ్ఛముగా,http://www.shabdkosh.com/te/browse
abjectness,నీచత్వము,http://www.shabdkosh.com/te/browse
abjuration,శపథము,http://www.shabdkosh.com/te/browse
able,శక్తిగల,http://www.shabdkosh.com/te/browse
able-bodied,కాయపుష్టిగల,http://www.shabdkosh.com/te/browse
ablution,కడగడము,http://www.shabdkosh.com/te/browse
ably,ఘనముగా,http://www.shabdkosh.com/te/browse
abnormal,అసామాన్యమైన,http://www.shabdkosh.com/te/browse
aboard,వాడమీద,http://www.shabdkosh.com/te/browse
abode,నివాసము,http://www.shabdkosh.com/te/browse
abolish,ఎత్తివేసుట,http://www.shabdkosh.com/te/browse
abolition,ఎత్తివేయడము,http://www.shabdkosh.com/te/browse
abominable,అసహ్యమైన,http://www.shabdkosh.com/te/browse
abominably,అసహ్యముగా,http://www.shabdkosh.com/te/browse
abominate,అసహ్యపడుట,http://www.shabdkosh.com/te/browse
abomination,అసహ్యము,http://www.shabdkosh.com/te/browse
aboriginal,అనాదియైన,http://www.shabdkosh.com/te/browse
abortive,నిరర్థకమైన,http://www.shabdkosh.com/te/browse
about,చుట్టూ,http://www.shabdkosh.com/te/browse
above,అధికమైన,http://www.shabdkosh.com/te/browse
above all,ఉన్నతంగా,http://www.shabdkosh.com/te/browse
above-board,బహిరంగముగా,http://www.shabdkosh.com/te/browse
abreast,జోడుగా,http://www.shabdkosh.com/te/browse
abridged,తగ్గించబడ్డ,http://www.shabdkosh.com/te/browse
abridgement,తగ్గడము,http://www.shabdkosh.com/te/browse
abroach,తెరిచిన,http://www.shabdkosh.com/te/browse
abroad,బయట,http://www.shabdkosh.com/te/browse
abrogate,కొట్టివేసుట,http://www.shabdkosh.com/te/browse
abrogated,కొట్టివేసిన,http://www.shabdkosh.com/te/browse
abrogation,కొట్టివేయడము,http://www.shabdkosh.com/te/browse
abrupt,అకస్మాత్తైన,http://www.shabdkosh.com/te/browse
abruptly,ఆకస్మాత్తుగా,http://www.shabdkosh.com/te/browse
abruptness,ఆకస్మికత,http://www.shabdkosh.com/te/browse
abscess,విద్రధి,http://www.shabdkosh.com/te/browse
abscond,పారిపోవుట,http://www.shabdkosh.com/te/browse
absence,అభావము,http://www.shabdkosh.com/te/browse
absent,అనుపస్థిత,http://www.shabdkosh.com/te/browse
absentee,లేనివాడు,http://www.shabdkosh.com/te/browse
absentmindedness,మతిమరుపు,http://www.shabdkosh.com/te/browse
absolute,నిరంకుశమైన,http://www.shabdkosh.com/te/browse
absolute majority,సంపూర్ణాధిక్యత,http://www.shabdkosh.com/te/browse
absolutely,బొత్తిగా,http://www.shabdkosh.com/te/browse
absoluteness,పరిష్కారము,http://www.shabdkosh.com/te/browse
absolution,విమోచనము,http://www.shabdkosh.com/te/browse
absolve,విముక్తిచేసుట,http://www.shabdkosh.com/te/browse
absolved,విడుదల,http://www.shabdkosh.com/te/browse
absorb,ఆకర్షించుట,http://www.shabdkosh.com/te/browse
absorbed,పీల్చబడ్డ,http://www.shabdkosh.com/te/browse
absorbing,పీల్చే,http://www.shabdkosh.com/te/browse
absorpt,పీల్చిన,http://www.shabdkosh.com/te/browse
absorption,ఈడ్చుకోవడము,http://www.shabdkosh.com/te/browse
abstain,మానుకొనుట,http://www.shabdkosh.com/te/browse
abstemious,మితభోజియైన,http://www.shabdkosh.com/te/browse
abstemiously,మితభోజనముగా,http://www.shabdkosh.com/te/browse
abstergent,నిర్మలముచేసే,http://www.shabdkosh.com/te/browse
abstinence,అభోజనము,http://www.shabdkosh.com/te/browse
abstinent,మితాహారియైన,http://www.shabdkosh.com/te/browse
abstract,సంగ్రహము,http://www.shabdkosh.com/te/browse
abstracted,సంగ్రహమైన,http://www.shabdkosh.com/te/browse
abstractedly,పరిష్కారముగా,http://www.shabdkosh.com/te/browse
abstraction,పరధ్యానము,http://www.shabdkosh.com/te/browse
abstractly,బొత్తిగా,http://www.shabdkosh.com/te/browse
abstruse,కఠినమైన,http://www.shabdkosh.com/te/browse
abstrusely,కఠినముగా,http://www.shabdkosh.com/te/browse
abstruseness,కాఠిన్యము,http://www.shabdkosh.com/te/browse
absurd,అనుచితమైన,http://www.shabdkosh.com/te/browse
absurdity,అవ్యక్తత,http://www.shabdkosh.com/te/browse
absurdly,అవ్యక్తముగా,http://www.shabdkosh.com/te/browse
abundance,యథేష్టము,http://www.shabdkosh.com/te/browse
abundant,యథేష్టమైన,http://www.shabdkosh.com/te/browse
abundantly,యథేష్టముగా,http://www.shabdkosh.com/te/browse
abuse,తిట్టు,http://www.shabdkosh.com/te/browse
abusive,తిట్టే,http://www.shabdkosh.com/te/browse
abusively,తిట్టి,http://www.shabdkosh.com/te/browse
abut,అనుకొనివుండుట,http://www.shabdkosh.com/te/browse
abutment,ముట్టుగోడ,http://www.shabdkosh.com/te/browse
abyss,అగాధము,http://www.shabdkosh.com/te/browse
acacia,కనివిందచెట్టు,http://www.shabdkosh.com/te/browse
academy,పాఠశాల,http://www.shabdkosh.com/te/browse
acatalectic,సంపూర్ణమైన,http://www.shabdkosh.com/te/browse
accede,అంగీకరించుట,http://www.shabdkosh.com/te/browse
accelerate,తీవ్రించుట,http://www.shabdkosh.com/te/browse
accelerated,తీవ్రించబడ్డ,http://www.shabdkosh.com/te/browse
acceleration,త్వర,http://www.shabdkosh.com/te/browse
accent,ఒత్తిపలుకుట,http://www.shabdkosh.com/te/browse
accept,అంగీకరించుట,http://www.shabdkosh.com/te/browse
acceptability,ఇష్టత,http://www.shabdkosh.com/te/browse
acceptable,అనుకూలమైన,http://www.shabdkosh.com/te/browse
acceptableness,ఇష్టము,http://www.shabdkosh.com/te/browse
acceptably,హితముగా,http://www.shabdkosh.com/te/browse
acceptance,అంగీకారము,http://www.shabdkosh.com/te/browse
acceptation,అంగీకారము,http://www.shabdkosh.com/te/browse
accepted,ఒప్పుకొన్న,http://www.shabdkosh.com/te/browse
access,ప్రవేశము,http://www.shabdkosh.com/te/browse
accessibility,లభించడం,http://www.shabdkosh.com/te/browse
accession,ప్రవేశము,http://www.shabdkosh.com/te/browse
accessory,సహాయుడు,http://www.shabdkosh.com/te/browse
accidence,లఘువ్యాకరణము,http://www.shabdkosh.com/te/browse
accident,ప్రమాదం,http://www.shabdkosh.com/te/browse
accidental,అకస్మాత్తైన,http://www.shabdkosh.com/te/browse
accidentally,అకస్మాత్తుగా,http://www.shabdkosh.com/te/browse
acclamation,జయధ్వని,http://www.shabdkosh.com/te/browse
acclimated,అలవాటుగల,http://www.shabdkosh.com/te/browse
acclivity,ఎక్కుడు,http://www.shabdkosh.com/te/browse
accommodate,అనుగుణ్యపరచుట,http://www.shabdkosh.com/te/browse
accommodating,ఓర్పుగల,http://www.shabdkosh.com/te/browse
accommodation,ఇమిడిక,http://www.shabdkosh.com/te/browse
accompaniment,మేళము,http://www.shabdkosh.com/te/browse
accompany,అనుసరించుట,http://www.shabdkosh.com/te/browse
accompanying,అనుసరించే,http://www.shabdkosh.com/te/browse
accomplice,సహకారి,http://www.shabdkosh.com/te/browse
accomplish,నెరవేర్చుట,http://www.shabdkosh.com/te/browse
accomplished,నెరవేరిన,http://www.shabdkosh.com/te/browse
accomplisher,నెరవేర్చేవాడు,http://www.shabdkosh.com/te/browse
accomplishment,చిత్రము,http://www.shabdkosh.com/te/browse
accompt,లెక్క,http://www.shabdkosh.com/te/browse
accord,సమ్మతి,http://www.shabdkosh.com/te/browse
accordance,అనుగుణ్యము,http://www.shabdkosh.com/te/browse
according to,ప్రకారము,http://www.shabdkosh.com/te/browse
accordingly,అనుగుణంగా,http://www.shabdkosh.com/te/browse
accost,ఎచ్చరించుట,http://www.shabdkosh.com/te/browse
baal,భేతాళుడు,http://www.shabdkosh.com/te/browse
babble,వదురు,http://www.shabdkosh.com/te/browse
babbling,పిచ్చికూత,http://www.shabdkosh.com/te/browse
babel,కలవరము,http://www.shabdkosh.com/te/browse
bable,పేలుట,http://www.shabdkosh.com/te/browse
baboon,గండుకోతి,http://www.shabdkosh.com/te/browse
baby,శిశువు,http://www.shabdkosh.com/te/browse
babyish,పిల్ల,http://www.shabdkosh.com/te/browse
bacchanal,తాగుబోతు,http://www.shabdkosh.com/te/browse
bachelor,బ్రహ్మచారి,http://www.shabdkosh.com/te/browse
back,వీపు,http://www.shabdkosh.com/te/browse
back street,వీధి,http://www.shabdkosh.com/te/browse
backbite,కొండెముచెప్పుట,http://www.shabdkosh.com/te/browse
backbiter,కొండాలమారి,http://www.shabdkosh.com/te/browse
backbiting,కొండెము,http://www.shabdkosh.com/te/browse
backbone,వెన్నెముక,http://www.shabdkosh.com/te/browse
backbreaking,అసాధ్యమైన,http://www.shabdkosh.com/te/browse
background,పరస్థలము,http://www.shabdkosh.com/te/browse
backpiece,వీపుజీరా,http://www.shabdkosh.com/te/browse
backslide,తగ్గుట,http://www.shabdkosh.com/te/browse
backstairs,మరుగుదారి,http://www.shabdkosh.com/te/browse
backup,సంసర్గము,http://www.shabdkosh.com/te/browse
backward,జడమైన,http://www.shabdkosh.com/te/browse
backwardness,అనంగీకారము,http://www.shabdkosh.com/te/browse
backwards,జబ్బుగా,http://www.shabdkosh.com/te/browse
backwater,కయ్యి,http://www.shabdkosh.com/te/browse
backyard,పెరడు,http://www.shabdkosh.com/te/browse
bacteria,సూక్ష్మక్రిములు,http://www.shabdkosh.com/te/browse
bacterium,సూక్ష్మక్రిములు,http://www.shabdkosh.com/te/browse
bad,కాని,http://www.shabdkosh.com/te/browse
bad luck,దురదృష్టం,http://www.shabdkosh.com/te/browse
badge,చిహ్నము,http://www.shabdkosh.com/te/browse
badly,చెరుపుగా,http://www.shabdkosh.com/te/browse
badness,చెడ్డతనము,http://www.shabdkosh.com/te/browse
baffle,భంగముచేసుట,http://www.shabdkosh.com/te/browse
bag,గోతాము,http://www.shabdkosh.com/te/browse
bagatelle,అల్పము,http://www.shabdkosh.com/te/browse
baggage,సరంజాము,http://www.shabdkosh.com/te/browse
bagman,ఆకరు,http://www.shabdkosh.com/te/browse
bagpipe,తిత్తిసుతి,http://www.shabdkosh.com/te/browse
Bahamian dollar,డాలర్,http://www.shabdkosh.com/te/browse
Bahrain dinar,దీనార్,http://www.shabdkosh.com/te/browse
bailiff,కోర్టుబంట్రోతు,http://www.shabdkosh.com/te/browse
bailiwick,తుకుడి,http://www.shabdkosh.com/te/browse
bait,తీపి,http://www.shabdkosh.com/te/browse
baize,గొంగళి,http://www.shabdkosh.com/te/browse
bake,కాల్చుట,http://www.shabdkosh.com/te/browse
baked,కాల్చిన,http://www.shabdkosh.com/te/browse
baken,కాల్చబడ్డ,http://www.shabdkosh.com/te/browse
balance,తక్కెడ,http://www.shabdkosh.com/te/browse
balanced,సరితూగే,http://www.shabdkosh.com/te/browse
balcony,కొయ్య,http://www.shabdkosh.com/te/browse
bald,బట్ట,http://www.shabdkosh.com/te/browse
balderdash,కొంటెకూతులు,http://www.shabdkosh.com/te/browse
baldhead,బట్టతల,http://www.shabdkosh.com/te/browse
baldness,బోడి,http://www.shabdkosh.com/te/browse
baldpate,బట్టతల,http://www.shabdkosh.com/te/browse
baldy,బట్టతల,http://www.shabdkosh.com/te/browse
bale,కట్ట,http://www.shabdkosh.com/te/browse
baleful,నాశకారియైన,http://www.shabdkosh.com/te/browse
balk,నిరాశ,http://www.shabdkosh.com/te/browse
ball,ఉండ,http://www.shabdkosh.com/te/browse
ballad,నారుపాట,http://www.shabdkosh.com/te/browse
ballast,అడుగుబరువు,http://www.shabdkosh.com/te/browse
ballasted,అడుగుబరువుగల,http://www.shabdkosh.com/te/browse
ballon,పొగగుమ్మటము,http://www.shabdkosh.com/te/browse
ballroom,నాటకశాల,http://www.shabdkosh.com/te/browse
balm,ఉపశంతి,http://www.shabdkosh.com/te/browse
balmy,ఉపశాంతికరమైన,http://www.shabdkosh.com/te/browse
balsamic,పరిమళించే,http://www.shabdkosh.com/te/browse
baluster,చెయిపిడిగోడ,http://www.shabdkosh.com/te/browse
balustrade,చెయిపిడిగోడ,http://www.shabdkosh.com/te/browse
bamboo,వెదురు,http://www.shabdkosh.com/te/browse
